run_id,seed,status,val_rmse,val_r2,train_seconds,config_id,error_msg,hidden_lstm,hidden_gru,dense1,dense2,dropout,lr,weight_decay,batch_size,grad_clip
1,42,ok,0.019170841202139854,0.006173193454742432,10.394809007644653,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,16,0.0,0.0005,1e-06,64,1.0
2,42,ok,0.019042063504457474,0.019480109214782715,1.6665899753570557,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,16,0.0,0.0005,1e-06,128,1.0
3,42,ok,0.019170822575688362,0.006174981594085693,2.6542792320251465,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,16,0.0,0.0005,0.0001,64,1.0
4,42,ok,0.019042063504457474,0.019479990005493164,1.5942661762237549,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,16,0.0,0.0005,0.0001,128,1.0
5,42,ok,0.019138293340802193,0.009544789791107178,1.6562590599060059,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,16,0.0,0.001,1e-06,64,1.0
6,42,ok,0.019174693152308464,0.005773723125457764,1.0427651405334473,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,16,0.0,0.001,1e-06,128,1.0
7,42,ok,0.019138280302286148,0.009546279907226562,1.6139655113220215,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,16,0.0,0.001,0.0001,64,1.0
8,42,ok,0.019174685701727867,0.005774378776550293,1.092764139175415,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,16,0.0,0.001,0.0001,128,1.0
9,42,ok,0.019093146547675133,0.014212310314178467,1.9443299770355225,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,16,0.2,0.0005,1e-06,64,1.0
10,42,ok,0.01925555057823658,-0.0026291608810424805,1.638136863708496,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,16,0.2,0.0005,1e-06,128,1.0
11,42,ok,0.019093144685029984,0.014212489128112793,1.9892306327819824,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,16,0.2,0.0005,0.0001,64,1.0
12,42,ok,0.019256416708230972,-0.002719283103942871,1.5449647903442383,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,16,0.2,0.0005,0.0001,128,1.0
13,42,ok,0.019340652972459793,-0.011511087417602539,3.076383590698242,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,16,0.2,0.001,1e-06,64,1.0
14,42,ok,0.019184522330760956,0.004754126071929932,1.1464908123016357,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,16,0.2,0.001,1e-06,128,1.0
15,42,ok,0.019348066300153732,-0.012286663055419922,3.4496254920959473,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,16,0.2,0.001,0.0001,64,1.0
16,42,ok,0.019184522330760956,0.004754185676574707,1.239070177078247,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,16,0.2,0.001,0.0001,128,1.0
17,42,ok,0.0199498999863863,-0.07624173164367676,2.3711044788360596,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,32,0.0,0.0005,1e-06,64,1.0
18,42,ok,0.020018819719552994,-0.08369076251983643,2.0481061935424805,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,32,0.0,0.0005,1e-06,128,1.0
19,42,ok,0.01994987763464451,-0.07623934745788574,2.4486496448516846,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,32,0.0,0.0005,0.0001,64,1.0
20,42,ok,0.020018763840198517,-0.08368468284606934,2.007291555404663,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,32,0.0,0.0005,0.0001,128,1.0
21,42,ok,0.019694576039910316,-0.048870086669921875,2.3812034130096436,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,32,0.0,0.001,1e-06,64,1.0
22,42,ok,0.01986677385866642,-0.06729161739349365,1.178267478942871,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,32,0.0,0.001,1e-06,128,1.0
23,42,ok,0.019694533199071884,-0.048865437507629395,2.146336078643799,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,32,0.0,0.001,0.0001,64,1.0
24,42,ok,0.01986675150692463,-0.06728911399841309,1.3344886302947998,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,32,0.0,0.001,0.0001,128,1.0
25,42,ok,0.019426321610808372,-0.020491957664489746,2.619379997253418,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,32,0.2,0.0005,1e-06,64,1.0
26,42,ok,0.019730227068066597,-0.052670836448669434,2.291619062423706,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,32,0.2,0.0005,1e-06,128,1.0
27,42,ok,0.01942630298435688,-0.020489931106567383,2.6779613494873047,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,32,0.2,0.0005,0.0001,64,1.0
28,42,ok,0.019730912521481514,-0.05274391174316406,2.693624258041382,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,32,0.2,0.0005,0.0001,128,1.0
29,42,ok,0.0194350965321064,-0.02141392230987549,3.1585874557495117,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,32,0.2,0.001,1e-06,64,1.0
30,42,ok,0.019547495990991592,-0.03326237201690674,1.6556882858276367,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,32,0.2,0.001,1e-06,128,1.0
31,42,ok,0.01944039762020111,-0.02197122573852539,3.0355257987976074,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,32,0.2,0.001,0.0001,64,1.0
32,42,ok,0.019548114389181137,-0.03332793712615967,1.642235517501831,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,32,0.2,0.001,0.0001,128,1.0
33,42,ok,0.020455041900277138,-0.13143372535705566,3.4690792560577393,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,64,0.0,0.0005,1e-06,64,1.0
34,42,ok,0.020727189257740974,-0.16174066066741943,2.322279214859009,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,64,0.0,0.0005,1e-06,128,1.0
35,42,ok,0.020465677604079247,-0.13261079788208008,2.9894285202026367,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,64,0.0,0.0005,0.0001,64,1.0
36,42,ok,0.020727448165416718,-0.16176974773406982,2.4483513832092285,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,64,0.0,0.0005,0.0001,128,1.0
37,42,ok,0.020044498145580292,-0.08647263050079346,2.4568068981170654,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,64,0.0,0.001,1e-06,64,1.0
38,42,ok,0.020115062594413757,-0.09413564205169678,1.836850643157959,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,64,0.0,0.001,1e-06,128,1.0
39,42,ok,0.020047301426529884,-0.08677661418914795,2.4712042808532715,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,64,0.0,0.001,0.0001,64,1.0
40,42,ok,0.020113976672291756,-0.09401750564575195,1.8090970516204834,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,64,0.0,0.001,0.0001,128,1.0
41,42,ok,0.019636552780866623,-0.04269897937774658,3.2522926330566406,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,64,0.2,0.0005,1e-06,64,1.0
42,42,ok,0.019829150289297104,-0.06325304508209229,2.874903917312622,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,32,64,0.2,0.0005,1e-06,128,1.0
43,42,ok,0.01962711103260517,-0.04169631004333496,3.3814871311187744,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,64,0.2,0.0005,0.0001,64,1.0
44,42,ok,0.019831662997603416,-0.06352245807647705,2.8661506175994873,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,32,64,0.2,0.0005,0.0001,128,1.0
45,42,ok,0.019604843109846115,-0.03933405876159668,3.2106451988220215,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,64,0.2,0.001,1e-06,64,1.0
46,42,ok,0.0195942185819149,-0.03820788860321045,2.7302117347717285,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,32,64,0.2,0.001,1e-06,128,1.0
47,42,ok,0.019619092345237732,-0.040845513343811035,2.993802547454834,"{""batch_size"": 64, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,64,0.2,0.001,0.0001,64,1.0
48,42,ok,0.01966818980872631,-0.04606139659881592,2.4296319484710693,"{""batch_size"": 128, ""dense1"": 32, ""dense2"": 64, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,32,64,0.2,0.001,0.0001,128,1.0
49,42,ok,0.02030915953218937,-0.11535298824310303,2.499999761581421,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,16,0.0,0.0005,1e-06,64,1.0
50,42,ok,0.02018941380083561,-0.10223925113677979,2.166165590286255,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,16,0.0,0.0005,1e-06,128,1.0
51,42,ok,0.020309433341026306,-0.11538290977478027,2.4612042903900146,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,16,0.0,0.0005,0.0001,64,1.0
52,42,ok,0.02018938958644867,-0.10223650932312012,2.190218687057495,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,16,0.0,0.0005,0.0001,128,1.0
53,42,ok,0.019768396392464638,-0.05674755573272705,2.3168277740478516,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,16,0.0,0.001,1e-06,64,1.0
54,42,ok,0.020012816414237022,-0.08304095268249512,1.691911220550537,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,16,0.0,0.001,1e-06,128,1.0
55,42,ok,0.01976858638226986,-0.056768059730529785,2.2461652755737305,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,16,0.0,0.001,0.0001,64,1.0
56,42,ok,0.020012807101011276,-0.08303976058959961,1.6222388744354248,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,16,0.0,0.001,0.0001,128,1.0
57,42,ok,0.019899530336260796,-0.07081389427185059,2.4620349407196045,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,16,0.2,0.0005,1e-06,64,1.0
58,42,ok,0.019757354632019997,-0.05556750297546387,1.9288513660430908,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,16,0.2,0.0005,1e-06,128,1.0
59,42,ok,0.019899524748325348,-0.07081341743469238,2.572089433670044,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,16,0.2,0.0005,0.0001,64,1.0
60,42,ok,0.019757376983761787,-0.05556976795196533,2.0448575019836426,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,16,0.2,0.0005,0.0001,128,1.0
61,42,ok,0.01952395960688591,-0.030775785446166992,3.903223752975464,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,16,0.2,0.001,1e-06,64,1.0
62,42,ok,0.019443174824118614,-0.022263288497924805,1.933603286743164,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,16,0.2,0.001,1e-06,128,1.0
63,42,ok,0.01952267624437809,-0.030640363693237305,4.013097286224365,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,16,0.2,0.001,0.0001,64,1.0
64,42,ok,0.01944398321211338,-0.02234828472137451,1.9713385105133057,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 16, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,16,0.2,0.001,0.0001,128,1.0
65,42,ok,0.02004403993487358,-0.08642280101776123,2.2964227199554443,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,32,0.0,0.0005,1e-06,64,1.0
66,42,ok,0.019991988316178322,-0.0807877779006958,1.1957149505615234,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,32,0.0,0.0005,1e-06,128,1.0
67,42,ok,0.02004408650100231,-0.08642804622650146,2.301985740661621,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,32,0.0,0.0005,0.0001,64,1.0
68,42,ok,0.01999196782708168,-0.08078527450561523,1.3707945346832275,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,32,0.0,0.0005,0.0001,128,1.0
69,42,ok,0.02001502364873886,-0.08327972888946533,1.9830164909362793,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,32,0.0,0.001,1e-06,64,1.0
70,42,ok,0.01976430043578148,-0.05630970001220703,1.248349905014038,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,32,0.0,0.001,1e-06,128,1.0
71,42,ok,0.020015334710478783,-0.0833134651184082,2.137197494506836,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,32,0.0,0.001,0.0001,64,1.0
72,42,ok,0.019764283671975136,-0.05630803108215332,1.2337064743041992,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.0, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,32,0.0,0.001,0.0001,128,1.0
73,42,ok,0.01984955184161663,-0.06544196605682373,2.972595453262329,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,32,0.2,0.0005,1e-06,64,1.0
74,42,ok,0.019861966371536255,-0.06677520275115967,1.8009917736053467,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 1e-06}",,64,64,64,32,0.2,0.0005,1e-06,128,1.0
75,42,ok,0.01982700265944004,-0.06302273273468018,2.7247421741485596,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,32,0.2,0.0005,0.0001,64,1.0
76,42,ok,0.019858723506331444,-0.06642687320709229,1.5765783786773682,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.0005, ""weight_decay"": 0.0001}",,64,64,64,32,0.2,0.0005,0.0001,128,1.0
77,42,ok,0.01961774006485939,-0.040701985359191895,2.5740926265716553,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,32,0.2,0.001,1e-06,64,1.0
78,42,ok,0.019512686878442764,-0.029585957527160645,1.8323533535003662,"{""batch_size"": 128, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 1e-06}",,64,64,64,32,0.2,0.001,1e-06,128,1.0
79,42,ok,0.019615938887000084,-0.04051077365875244,2.454822063446045,"{""batch_size"": 64, ""dense1"": 64, ""dense2"": 32, ""dropout"": 0.2, ""grad_clip"": 1.0, ""hidden_gru"": 64, ""hidden_lstm"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001}",,64,64,64,32,0.2,0.001,0.0001,64,1.0
